"source_name","source_url","evidence_date","evidence_status","category_level_1","category_level_2","category_level_3","component_type","product_name_original","variant_name_original","size_mm","price_visible","currency","unit_type","image_local_path_or_cache_folder","image_mapping_status","material_or_color","product_attributes","compatible_bead_sizes","orientation_mode","notes","production_ready"
"晶奥之境","#小程序://晶奥之境/UKkFvNofsbW8QBi","2026-07-13","verified-public","成品配方素材","成品配方可见素材","","bead","紫水晶","8mm","8","","CNY","single-bead","","not-downloaded","purple","","","","仅作为成品卡配方中可见的素材与尺寸；未见单颗价格","no"
"晶奥之境","#小程序://晶奥之境/UKkFvNofsbW8QBi","2026-07-13","verified-public","成品配方素材","成品配方可见素材","","bead","黄塔晶","9mm","9","","CNY","single-bead","","not-downloaded","yellow","","","","仅作为成品卡配方中可见的素材与尺寸；未见单颗价格","no"
"晶奥之境","#小程序://晶奥之境/UKkFvNofsbW8QBi","2026-07-13","verified-public","成品配方素材","成品配方可见素材","","bead","白水晶","6mm","6","","CNY","single-bead","","not-downloaded","clear","","","","仅作为成品卡配方中可见的素材与尺寸；未见单颗价格","no"
"晶奥之境","#小程序://晶奥之境/UKkFvNofsbW8QBi","2026-07-13","verified-public","成品配方素材","成品配方可见素材","","bead","白阿塞","13mm","13","","CNY","single-bead","","not-downloaded","white","","","","原始中文名称保留；未见单颗价格","no"
"晶奥之境","#小程序://晶奥之境/UKkFvNofsbW8QBi","2026-07-13","verified-public","成品配方素材","成品配方可见素材","","bead","黑金超七","10mm","10","","CNY","single-bead","","not-downloaded","black-gold","","","","仅作为成品卡配方中可见的素材与尺寸；未见单颗价格","no"
"晶奥之境","#小程序://晶奥之境/UKkFvNofsbW8QBi","2026-07-13","verified-public","成品配方素材","成品配方可见素材","","bead","冰曜石","10mm","10","","CNY","single-bead","","not-downloaded","black","","","","仅作为成品卡配方中可见的素材与尺寸；未见单颗价格","no"
"晶奥之境","#小程序://晶奥之境/UKkFvNofsbW8QBi","2026-07-13","verified-public","成品配方素材","成品配方可见素材","","bead","白兔毛","6mm","6","","CNY","single-bead","","not-downloaded","white","","","","仅作为成品卡配方中可见的素材与尺寸；未见单颗价格","no"
"晶奥之境","#小程序://晶奥之境/UKkFvNofsbW8QBi","2026-07-13","verified-public","成品配方素材","成品配方可见素材","","bead","紫锂辉","12mm","12","","CNY","single-bead","","not-downloaded","purple","","","","原始中文名称保留；未见单颗价格","no"
"晶奥之境","#小程序://晶奥之境/UKkFvNofsbW8QBi","2026-07-13","verified-public","成品配方素材","成品配方可见素材","","bead","乌拉圭紫水晶","12mm","12","","CNY","single-bead","","not-downloaded","purple","","","","可见数量为2；未见单颗价格","no"
"晶奥之境","#小程序://晶奥之境/UKkFvNofsbW8QBi","2026-07-13","verified-public","成品配方素材","成品配方可见素材","","bead","紫阿赛","12mm","12","","CNY","single-bead","","not-downloaded","purple","","","","原始中文名称保留；未见单颗价格","no"
"晶奥之境","#小程序://晶奥之境/UKkFvNofsbW8QBi","2026-07-13","verified-public","成品配方素材","成品配方可见素材","","bead","紫马粉","12mm","12","","CNY","single-bead","","not-downloaded","purple-pink","","","","原始中文名称保留；未见单颗价格","no"
"晶奥之境","#小程序://晶奥之境/UKkFvNofsbW8QBi","2026-07-13","verified-public","成品配方素材","成品配方可见素材","","bead","海蓝宝","10mm","10","","CNY","single-bead","","not-downloaded","blue","","","","仅作为成品卡配方中可见的素材与尺寸；未见单颗价格","no"
"晶奥之境","#小程序://晶奥之境/UKkFvNofsbW8QBi","2026-07-13","verified-public","成品配方素材","成品配方可见素材","","bead","粉水晶","11mm","11","","CNY","single-bead","","not-downloaded","pink","","","","仅作为成品卡配方中可见的素材与尺寸；未见单颗价格","no"
"晶奥之境","#小程序://晶奥之境/UKkFvNofsbW8QBi","2026-07-13","verified-public","成品配方素材","成品配方可见素材","","bead","草莓晶","11mm","11","","CNY","single-bead","","not-downloaded","pink-red","","","","仅作为成品卡配方中可见的素材与尺寸；未见单颗价格","no"
"晶奥之境","#小程序://晶奥之境/UKkFvNofsbW8QBi","2026-07-13","verified-public","成品配方素材","成品配方可见素材","","bead","薰衣草紫","11mm","11","","CNY","single-bead","","not-downloaded","lavender","","","","原始中文名称保留；未见单颗价格","no"
"晶奥之境","#小程序://晶奥之境/UKkFvNofsbW8QBi","2026-07-13","verified-public","成品配方素材","成品配方可见素材","","bead","紫兔毛","10mm","10","","CNY","single-bead","","not-downloaded","purple","","","","仅作为成品卡配方中可见的素材与尺寸；未见单颗价格","no"
"晶奥之境","#小程序://晶奥之境/UKkFvNofsbW8QBi","2026-07-13","verified-public","成品配方素材","成品配方可见素材","","bead","柠檬晶","11mm","11","","CNY","single-bead","","not-downloaded","yellow","","","","仅作为成品卡配方中可见的素材与尺寸；未见单颗价格","no"
"晶奥之境","#小程序://晶奥之境/UKkFvNofsbW8QBi","2026-07-13","verified-public","成品配方素材","成品配方可见素材","","bead","白水晶","8mm","8","","CNY","single-bead","","not-downloaded","clear","","","","仅作为成品卡配方中可见的素材与尺寸；未见单颗价格","no"
"晶奥之境","#小程序://晶奥之境/UKkFvNofsbW8QBi","2026-07-13","verified-public","成品配方素材","成品配方可见素材","","bead","海蓝宝","6mm","6","","CNY","single-bead","","not-downloaded","blue","","","","仅作为成品卡配方中可见的素材与尺寸；未见单颗价格","no"
"晶奥之境","#小程序://晶奥之境/UKkFvNofsbW8QBi","2026-07-13","verified-public","成品配方素材","成品配方可见素材","","bead","粉水晶","12mm","12","","CNY","single-bead","","not-downloaded","pink","","","","仅作为成品卡配方中可见的素材与尺寸；未见单颗价格","no"
