"source_name","source_url","evidence_date","evidence_status","category_level_1","category_level_2","category_level_3","component_type","product_name_original","variant_name_original","size_mm","price_visible","currency","unit_type","image_local_path_or_cache_folder","image_mapping_status","material_or_color","product_attributes","compatible_bead_sizes","orientation_mode","notes","production_ready"
"记珠","#小程序://记珠/eF6cF6jK1Ibdvpp","2026-07-13","verified-public","散珠","紫色系","","bead","薰衣草紫","8mm","8","4","CNY","single-bead","","not-downloaded","purple","","","","公开单颗价；紫塔晶10mm显示补货中","no"
"记珠","#小程序://记珠/eF6cF6jK1Ibdvpp","2026-07-13","verified-public","散珠","紫色系","","bead","薰衣草紫","9mm","9","5","CNY","single-bead","","not-downloaded","purple","","","","公开单颗价；紫塔晶10mm显示补货中","no"
"记珠","#小程序://记珠/eF6cF6jK1Ibdvpp","2026-07-13","verified-public","散珠","紫色系","","bead","薰衣草紫","10mm","10","6","CNY","single-bead","","not-downloaded","purple","","","","公开单颗价；紫塔晶10mm显示补货中","no"
"记珠","#小程序://记珠/eF6cF6jK1Ibdvpp","2026-07-13","verified-public","散珠","紫色系","","bead","薰衣草紫","12mm","12","8","CNY","single-bead","","not-downloaded","purple","","","","公开单颗价；紫塔晶10mm显示补货中","no"
"记珠","#小程序://记珠/eF6cF6jK1Ibdvpp","2026-07-13","verified-public","散珠","紫色系","","bead","薰衣草紫","14mm","14","12","CNY","single-bead","","not-downloaded","purple","","","","公开单颗价；紫塔晶10mm显示补货中","no"
"记珠","#小程序://记珠/eF6cF6jK1Ibdvpp","2026-07-13","verified-public","散珠","紫色系","","bead","紫锂辉","8mm","8","5","CNY","single-bead","","not-downloaded","purple","","","","公开单颗价；紫塔晶10mm显示补货中","no"
"记珠","#小程序://记珠/eF6cF6jK1Ibdvpp","2026-07-13","verified-public","散珠","紫色系","","bead","紫锂辉","7mm","7","4","CNY","single-bead","","not-downloaded","purple","","","","公开单颗价；紫塔晶10mm显示补货中","no"
"记珠","#小程序://记珠/eF6cF6jK1Ibdvpp","2026-07-13","verified-public","散珠","紫色系","","bead","紫锂辉","9mm","9","6","CNY","single-bead","","not-downloaded","purple","","","","公开单颗价；紫塔晶10mm显示补货中","no"
"记珠","#小程序://记珠/eF6cF6jK1Ibdvpp","2026-07-13","verified-public","散珠","紫色系","","bead","紫锂辉","10mm","10","8","CNY","single-bead","","not-downloaded","purple","","","","公开单颗价；紫塔晶10mm显示补货中","no"
"记珠","#小程序://记珠/eF6cF6jK1Ibdvpp","2026-07-13","verified-public","散珠","紫色系","","bead","紫锂辉","11mm","11","10","CNY","single-bead","","not-downloaded","purple","","","","公开单颗价；紫塔晶10mm显示补货中","no"
"记珠","#小程序://记珠/eF6cF6jK1Ibdvpp","2026-07-13","verified-public","散珠","紫色系","","bead","紫锂辉","12mm","12","12","CNY","single-bead","","not-downloaded","purple","","","","公开单颗价；紫塔晶10mm显示补货中","no"
"记珠","#小程序://记珠/eF6cF6jK1Ibdvpp","2026-07-13","verified-public","散珠","紫色系","","bead","紫锂辉","13mm","13","14","CNY","single-bead","","not-downloaded","purple","","","","公开单颗价；紫塔晶10mm显示补货中","no"
"记珠","#小程序://记珠/eF6cF6jK1Ibdvpp","2026-07-13","verified-public","散珠","紫色系","","bead","紫锂辉","14mm","14","16","CNY","single-bead","","not-downloaded","purple","","","","公开单颗价；紫塔晶10mm显示补货中","no"
"记珠","#小程序://记珠/eF6cF6jK1Ibdvpp","2026-07-13","verified-public","散珠","紫色系","","bead","紫锂云母","8mm","8","10","CNY","single-bead","","not-downloaded","purple","","","","公开单颗价；紫塔晶10mm显示补货中","no"
"记珠","#小程序://记珠/eF6cF6jK1Ibdvpp","2026-07-13","verified-public","散珠","紫色系","","bead","紫锂云母","7mm","7","9","CNY","single-bead","","not-downloaded","purple","","","","公开单颗价；紫塔晶10mm显示补货中","no"
"记珠","#小程序://记珠/eF6cF6jK1Ibdvpp","2026-07-13","verified-public","散珠","紫色系","","bead","紫锂云母","9mm","9","12","CNY","single-bead","","not-downloaded","purple","","","","公开单颗价；紫塔晶10mm显示补货中","no"
"记珠","#小程序://记珠/eF6cF6jK1Ibdvpp","2026-07-13","verified-public","散珠","紫色系","","bead","紫锂云母","10mm","10","15","CNY","single-bead","","not-downloaded","purple","","","","公开单颗价；紫塔晶10mm显示补货中","no"
"记珠","#小程序://记珠/eF6cF6jK1Ibdvpp","2026-07-13","verified-public","散珠","紫色系","","bead","紫锂云母","11mm","11","20","CNY","single-bead","","not-downloaded","purple","","","","公开单颗价；紫塔晶10mm显示补货中","no"
"记珠","#小程序://记珠/eF6cF6jK1Ibdvpp","2026-07-13","verified-public","散珠","紫色系","","bead","紫锂云母","12mm","12","24","CNY","single-bead","","not-downloaded","purple","","","","公开单颗价；紫塔晶10mm显示补货中","no"
"记珠","#小程序://记珠/eF6cF6jK1Ibdvpp","2026-07-13","verified-public","散珠","紫色系","","bead","紫锂云母","13mm","13","27","CNY","single-bead","","not-downloaded","purple","","","","公开单颗价；紫塔晶10mm显示补货中","no"
"记珠","#小程序://记珠/eF6cF6jK1Ibdvpp","2026-07-13","verified-public","散珠","紫色系","","bead","紫锂云母","14mm","14","30","CNY","single-bead","","not-downloaded","purple","","","","公开单颗价；紫塔晶10mm显示补货中","no"
"记珠","#小程序://记珠/eF6cF6jK1Ibdvpp","2026-07-13","verified-public","散珠","紫色系","","bead","薰衣草紫色萤石","8mm","8","4","CNY","single-bead","","not-downloaded","purple","","","","公开单颗价；紫塔晶10mm显示补货中","no"
"记珠","#小程序://记珠/eF6cF6jK1Ibdvpp","2026-07-13","verified-public","散珠","紫色系","","bead","薰衣草紫色萤石","9mm","9","6","CNY","single-bead","","not-downloaded","purple","","","","公开单颗价；紫塔晶10mm显示补货中","no"
"记珠","#小程序://记珠/eF6cF6jK1Ibdvpp","2026-07-13","verified-public","散珠","紫色系","","bead","紫萤石","9mm","9","5","CNY","single-bead","","not-downloaded","purple","","","","公开单颗价；紫塔晶10mm显示补货中","no"
"记珠","#小程序://记珠/eF6cF6jK1Ibdvpp","2026-07-13","verified-public","散珠","紫色系","","bead","紫萤石","8mm","8","3.5","CNY","single-bead","","not-downloaded","purple","","","","公开单颗价；紫塔晶10mm显示补货中","no"
"记珠","#小程序://记珠/eF6cF6jK1Ibdvpp","2026-07-13","verified-public","散珠","紫色系","","bead","紫萤石","7mm","7","2.5","CNY","single-bead","","not-downloaded","purple","","","","公开单颗价；紫塔晶10mm显示补货中","no"
"记珠","#小程序://记珠/eF6cF6jK1Ibdvpp","2026-07-13","verified-public","散珠","紫色系","","bead","紫塔晶","7mm","7","6","CNY","single-bead","","not-downloaded","purple","","","","公开单颗价；紫塔晶10mm显示补货中","no"
"记珠","#小程序://记珠/eF6cF6jK1Ibdvpp","2026-07-13","verified-public","散珠","紫色系","","bead","紫塔晶","8mm","8","8","CNY","single-bead","","not-downloaded","purple","","","","公开单颗价；紫塔晶10mm显示补货中","no"
"记珠","#小程序://记珠/eF6cF6jK1Ibdvpp","2026-07-13","verified-public","散珠","紫色系","","bead","紫塔晶","9mm","9","10","CNY","single-bead","","not-downloaded","purple","","","","公开单颗价；紫塔晶10mm显示补货中","no"
"记珠","#小程序://记珠/eF6cF6jK1Ibdvpp","2026-07-13","verified-public","散珠","紫色系","","bead","紫塔晶","10mm","10","12","CNY","single-bead","","not-downloaded","purple","","","","公开单颗价；紫塔晶10mm显示补货中","no"
"记珠","#小程序://记珠/eF6cF6jK1Ibdvpp","2026-07-13","verified-public","散珠","紫色系","","bead","紫塔晶","12mm","12","15","CNY","single-bead","","not-downloaded","purple","","","","公开单颗价；紫塔晶10mm显示补货中","no"
"记珠","#小程序://记珠/eF6cF6jK1Ibdvpp","2026-07-13","verified-public","配件","carved-piece","","decor","粉水晶KT 猫","20mm","20","25","CNY","single-item","","not-downloaded","pink","","","none","详情已核验：材质“粉水晶KT 猫”；属性“水”；重量0g；单件价25元","no"
"记珠","#小程序://记珠/eF6cF6jK1Ibdvpp","2026-07-13","verified-public","配件","carved-piece","","decor","粉水晶美乐蒂","7.9mm","7.9","15","CNY","single-item","","not-downloaded","unspecified","","","none","公开单件价；详情材质/属性待逐项采集","no"
"记珠","#小程序://记珠/eF6cF6jK1Ibdvpp","2026-07-13","verified-public","配件","carved-piece","","decor","炸毛狐狸（紫）","14.5mm","14.5","18","CNY","single-item","","not-downloaded","unspecified","","","none","公开单件价；详情材质/属性待逐项采集","no"
"记珠","#小程序://记珠/eF6cF6jK1Ibdvpp","2026-07-13","verified-public","配件","carved-piece","","decor","白水晶醒狮头","13.2mm","13.2","18","CNY","single-item","","not-downloaded","unspecified","","","none","公开单件价；详情材质/属性待逐项采集","no"
"记珠","#小程序://记珠/eF6cF6jK1Ibdvpp","2026-07-13","verified-public","配件","carved-piece","","decor","白水晶猫爪","12mm","12","18","CNY","single-item","","not-downloaded","unspecified","","","none","公开单件价；详情材质/属性待逐项采集","no"
"记珠","#小程序://记珠/eF6cF6jK1Ibdvpp","2026-07-13","verified-public","配件","carved-piece","","decor","压电白水KITTY猫","13.3mm","13.3","15","CNY","single-item","","not-downloaded","unspecified","","","none","公开单件价；详情材质/属性待逐项采集","no"
"记珠","#小程序://记珠/eF6cF6jK1Ibdvpp","2026-07-13","verified-public","配件","carved-piece","","decor","白水晶美人狐","14.1mm","14.1","18","CNY","single-item","","not-downloaded","unspecified","","","none","公开单件价；详情材质/属性待逐项采集","no"
"记珠","#小程序://记珠/eF6cF6jK1Ibdvpp","2026-07-13","verified-public","配件","carved-piece","","decor","白玛瑙小花","13.7mm","13.7","12","CNY","single-item","","not-downloaded","unspecified","","","none","公开单件价；详情材质/属性待逐项采集","no"
"记珠","#小程序://记珠/eF6cF6jK1Ibdvpp","2026-07-13","verified-public","配件","carved-piece","","decor","柠檬晶玫瑰花","15.5mm","15.5","20","CNY","single-item","","not-downloaded","unspecified","","","none","公开单件价；详情材质/属性待逐项采集","no"
"记珠","#小程序://记珠/eF6cF6jK1Ibdvpp","2026-07-13","verified-public","配件","carved-piece","","decor","柠檬晶蝴蝶结","17mm","17","25","CNY","single-item","","not-downloaded","unspecified","","","none","公开单件价；详情材质/属性待逐项采集","no"
"记珠","#小程序://记珠/eF6cF6jK1Ibdvpp","2026-07-13","verified-public","配件","carved-piece","","decor","黄萤石爱心","9.3mm","9.3","6","CNY","single-item","","not-downloaded","unspecified","","","none","公开单件价；详情材质/属性待逐项采集","no"
"记珠","#小程序://记珠/eF6cF6jK1Ibdvpp","2026-07-13","verified-public","配件","carved-piece","","decor","白水狐狸头","17.4mm","17.4","30","CNY","single-item","","not-downloaded","unspecified","","","none","公开单件价；详情材质/属性待逐项采集","no"
"记珠","#小程序://记珠/eF6cF6jK1Ibdvpp","2026-07-13","verified-public","配件","carved-piece","","decor","大号白玛瑙平安扣","24.7mm","24.7","18","CNY","single-item","","not-downloaded","unspecified","","","none","公开单件价；详情材质/属性待逐项采集","no"
"记珠","#小程序://记珠/eF6cF6jK1Ibdvpp","2026-07-13","verified-public","配件","carved-piece","","decor","白水晶库洛米","15mm","15","18","CNY","single-item","","not-downloaded","unspecified","","","none","公开单件价；详情材质/属性待逐项采集","no"
"记珠","#小程序://记珠/eF6cF6jK1Ibdvpp","2026-07-13","verified-public","配件","carved-piece","","decor","血柏玫瑰花","13.5mm","13.5","9","CNY","single-item","","not-downloaded","unspecified","","","none","公开单件价；详情材质/属性待逐项采集","no"
"记珠","#小程序://记珠/eF6cF6jK1Ibdvpp","2026-07-13","verified-public","配件","carved-piece","","decor","白水晶圆形哪吒","18.5mm","18.5","15","CNY","single-item","","not-downloaded","unspecified","","","none","公开单件价；详情材质/属性待逐项采集","no"
"记珠","#小程序://记珠/eF6cF6jK1Ibdvpp","2026-07-13","verified-public","配件","carved-piece","","decor","白水蝴蝶","10.5mm","10.5","18","CNY","single-item","","not-downloaded","unspecified","","","none","公开单件价；详情材质/属性待逐项采集","no"
"记珠","#小程序://记珠/eF6cF6jK1Ibdvpp","2026-07-13","verified-public","配件","carved-piece","","decor","黄水晶无脸猫","13.5mm","13.5","20","CNY","single-item","","not-downloaded","unspecified","","","none","公开单件价；详情材质/属性待逐项采集","no"
"记珠","#小程序://记珠/eF6cF6jK1Ibdvpp","2026-07-13","verified-public","配件","carved-piece","","decor","大漆绿色爱心","24.3mm","24.3","18","CNY","single-item","","not-downloaded","unspecified","","","none","公开单件价；详情材质/属性待逐项采集","no"
"记珠","#小程序://记珠/eF6cF6jK1Ibdvpp","2026-07-13","verified-public","配件","carved-piece","","decor","奶白晶胖星星","20mm","20","30","CNY","single-item","","not-downloaded","unspecified","","","none","公开单件价；详情材质/属性待逐项采集","no"
"记珠","#小程序://记珠/eF6cF6jK1Ibdvpp","2026-07-13","verified-public","配件","carved-piece","","decor","铃兰花粉水晶","11.8mm","11.8","20","CNY","single-item","","not-downloaded","unspecified","","","none","公开单件价；详情材质/属性待逐项采集","no"
"记珠","#小程序://记珠/eF6cF6jK1Ibdvpp","2026-07-13","verified-public","配件","carved-piece","","decor","冰曜石月亮兔","19mm","19","9","CNY","single-item","","not-downloaded","unspecified","","","none","公开单件价；详情材质/属性待逐项采集","no"
"记珠","#小程序://记珠/eF6cF6jK1Ibdvpp","2026-07-13","verified-public","配件","carved-piece","","decor","粉晶狐牌","30.3mm","30.3","18","CNY","single-item","","not-downloaded","unspecified","","","none","公开单件价；详情材质/属性待逐项采集","no"
"记珠","#小程序://记珠/eF6cF6jK1Ibdvpp","2026-07-13","verified-public","配件","carved-piece","","decor","立体爱心白水雕刻件","16mm","16","18","CNY","single-item","","not-downloaded","unspecified","","","none","公开单件价；详情材质/属性待逐项采集","no"
"记珠","#小程序://记珠/eF6cF6jK1Ibdvpp","2026-07-13","verified-public","配件","carved-piece","","decor","白水晶举手熊","16.9mm","16.9","25","CNY","single-item","","not-downloaded","unspecified","","","none","公开单件价；详情材质/属性待逐项采集","no"
"记珠","#小程序://记珠/eF6cF6jK1Ibdvpp","2026-07-13","verified-public","配件","carved-piece","","decor","大漆黄色爱心","24.3mm","24.3","18","CNY","single-item","","not-downloaded","unspecified","","","none","公开单件价；详情材质/属性待逐项采集","no"
"记珠","#小程序://记珠/eF6cF6jK1Ibdvpp","2026-07-13","verified-public","配件","carved-piece","","decor","天然粉水晶五角星","11.5mm","11.5","4.5","CNY","single-item","","not-downloaded","unspecified","","","none","公开单件价；详情材质/属性待逐项采集","no"
"记珠","#小程序://记珠/eF6cF6jK1Ibdvpp","2026-07-13","verified-public","配件","carved-piece","","decor","葡萄石爱心","18.3mm","18.3","20","CNY","single-item","","not-downloaded","unspecified","","","none","公开单件价；详情材质/属性待逐项采集","no"
"记珠","#小程序://记珠/eF6cF6jK1Ibdvpp","2026-07-13","verified-public","配件","carved-piece","","decor","银曜石胖星星","20.8mm","20.8","18","CNY","single-item","","not-downloaded","unspecified","","","none","公开单件价；详情材质/属性待逐项采集","no"
"记珠","#小程序://记珠/eF6cF6jK1Ibdvpp","2026-07-13","verified-public","配件","carved-piece","","decor","银曜石蝴蝶","15.4mm","15.4","15","CNY","single-item","","not-downloaded","unspecified","","","none","公开单件价；详情材质/属性待逐项采集","no"
"记珠","#小程序://记珠/eF6cF6jK1Ibdvpp","2026-07-13","verified-public","配件","carved-piece","","decor","粉晶爱心蝴蝶结","17.4mm","17.4","20","CNY","single-item","","not-downloaded","unspecified","","","none","公开单件价；详情材质/属性待逐项采集","no"
"记珠","#小程序://记珠/eF6cF6jK1Ibdvpp","2026-07-13","verified-public","配件","carved-piece","","decor","白水爱心","13.1mm","13.1","15","CNY","single-item","","not-downloaded","unspecified","","","none","公开单件价；详情材质/属性待逐项采集","no"
"记珠","#小程序://记珠/eF6cF6jK1Ibdvpp","2026-07-13","verified-public","配件","carved-piece","","decor","紫水晶呆萌熊","15mm","15","20","CNY","single-item","","not-downloaded","unspecified","","","none","公开单件价；详情材质/属性待逐项采集","no"
"记珠","#小程序://记珠/eF6cF6jK1Ibdvpp","2026-07-13","verified-public","配件","carved-piece","","decor","白玛瑙平安扣小","4.7mm","4.7","10","CNY","single-item","","not-downloaded","unspecified","","","none","公开单件价；详情材质/属性待逐项采集","no"
"记珠","#小程序://记珠/eF6cF6jK1Ibdvpp","2026-07-13","verified-public","配件","carved-piece","","decor","银曜石KT猫","12.3mm","12.3","15","CNY","single-item","","not-downloaded","unspecified","","","none","公开单件价；详情材质/属性待逐项采集","no"
"记珠","#小程序://记珠/eF6cF6jK1Ibdvpp","2026-07-13","verified-public","配件","carved-piece","","decor","白水晶KT猫头（双侧牛鼻孔）","21.8mm","21.8","35","CNY","single-item","","not-downloaded","unspecified","","","none","公开单件价；详情材质/属性待逐项采集","no"
"记珠","#小程序://记珠/eF6cF6jK1Ibdvpp","2026-07-13","verified-public","配件","carved-piece","","decor","樱花玛瑙小蘑菇","11.7mm","11.7","8","CNY","single-item","","not-downloaded","unspecified","","","none","公开单件价；详情材质/属性待逐项采集","no"
"记珠","#小程序://记珠/eF6cF6jK1Ibdvpp","2026-07-13","verified-public","配件","carved-piece","","decor","白水晶哪吒头","12.9mm","12.9","15","CNY","single-item","","not-downloaded","unspecified","","","none","公开单件价；详情材质/属性待逐项采集","no"
"记珠","#小程序://记珠/eF6cF6jK1Ibdvpp","2026-07-13","verified-public","配件","carved-piece","","decor","紫水晶趴趴狐","17.5mm","17.5","18","CNY","single-item","","not-downloaded","unspecified","","","none","公开单件价；详情材质/属性待逐项采集","no"
"记珠","#小程序://记珠/eF6cF6jK1Ibdvpp","2026-07-13","verified-public","配件","carved-piece","","decor","象牙果爱心","23mm","23","15","CNY","single-item","","not-downloaded","unspecified","","","none","公开单件价；详情材质/属性待逐项采集","no"
"记珠","#小程序://记珠/eF6cF6jK1Ibdvpp","2026-07-13","verified-public","配件","carved-piece","","decor","白水晶拉布布","22.8mm","22.8","40","CNY","single-item","","not-downloaded","unspecified","","","none","公开单件价；详情材质/属性待逐项采集","no"
"记珠","#小程序://记珠/eF6cF6jK1Ibdvpp","2026-07-13","verified-public","配件","carved-piece","","decor","白水晶五角星","14.1mm","14.1","5","CNY","single-item","","not-downloaded","unspecified","","","none","公开单件价；详情材质/属性待逐项采集","no"
"记珠","#小程序://记珠/eF6cF6jK1Ibdvpp","2026-07-13","verified-public","配件","carved-piece","","decor","紫水爱心大","10.1mm","10.1","15","CNY","single-item","","not-downloaded","unspecified","","","none","公开单件价；详情材质/属性待逐项采集","no"
"记珠","#小程序://记珠/eF6cF6jK1Ibdvpp","2026-07-13","verified-public","配件","carved-piece","","decor","炭烧小熊","15.1mm","15.1","3","CNY","single-item","","not-downloaded","unspecified","","","none","公开单件价；详情材质/属性待逐项采集","no"
"记珠","#小程序://记珠/eF6cF6jK1Ibdvpp","2026-07-13","verified-public","配件","carved-piece","","decor","黄塔晶貔貅","12.4mm","12.4","25","CNY","single-item","","not-downloaded","unspecified","","","none","公开单件价；详情材质/属性待逐项采集","no"
"记珠","#小程序://记珠/eF6cF6jK1Ibdvpp","2026-07-13","verified-public","配件","carved-piece","","decor","冰曜石小熊","16.6mm","16.6","10","CNY","single-item","","not-downloaded","unspecified","","","none","公开单件价；详情材质/属性待逐项采集","no"
"记珠","#小程序://记珠/eF6cF6jK1Ibdvpp","2026-07-13","verified-public","配件","carved-piece","","decor","黑樱花玛瑙小蘑菇","12.1mm","12.1","8","CNY","single-item","","not-downloaded","unspecified","","","none","公开单件价；详情材质/属性待逐项采集","no"
"记珠","#小程序://记珠/eF6cF6jK1Ibdvpp","2026-07-13","verified-public","配件","carved-piece","","decor","血柏星星","16.5mm","16.5","9","CNY","single-item","","not-downloaded","unspecified","","","none","公开单件价；详情材质/属性待逐项采集","no"
"记珠","#小程序://记珠/eF6cF6jK1Ibdvpp","2026-07-13","verified-public","配件","carved-piece","","decor","柠檬晶发财手牌","17.1mm","17.1","15","CNY","single-item","","not-downloaded","unspecified","","","none","公开单件价；详情材质/属性待逐项采集","no"
"记珠","#小程序://记珠/eF6cF6jK1Ibdvpp","2026-07-13","verified-public","配件","carved-piece","","decor","冰曜石KITTY猫","12.6mm","12.6","15","CNY","single-item","","not-downloaded","unspecified","","","none","公开单件价；详情材质/属性待逐项采集","no"
"记珠","#小程序://记珠/eF6cF6jK1Ibdvpp","2026-07-13","verified-public","配件","carved-piece","","decor","岫玉花朵雕刻件","27mm","27","18","CNY","single-item","","not-downloaded","unspecified","","","none","公开单件价；详情材质/属性待逐项采集","no"
"记珠","#小程序://记珠/eF6cF6jK1Ibdvpp","2026-07-13","verified-public","配件","carved-piece","","decor","白水晶兔子","13.9mm","13.9","20","CNY","single-item","","not-downloaded","unspecified","","","none","公开单件价；详情材质/属性待逐项采集","no"
"记珠","#小程序://记珠/eF6cF6jK1Ibdvpp","2026-07-13","verified-public","配件","carved-piece","","decor","粉水晶星星","15.8mm","15.8","35","CNY","single-item","","not-downloaded","unspecified","","","none","公开单件价；详情材质/属性待逐项采集","no"
"记珠","#小程序://记珠/eF6cF6jK1Ibdvpp","2026-07-13","verified-public","配件","carved-piece","","decor","貔貅（底部单钱币）-白","18mm","18","30","CNY","single-item","","not-downloaded","unspecified","","","none","公开单件价；详情材质/属性待逐项采集","no"
"记珠","#小程序://记珠/eF6cF6jK1Ibdvpp","2026-07-13","verified-public","配件","carved-piece","","decor","白蝶贝KT猫","9.6mm","9.6","13","CNY","single-item","","not-downloaded","unspecified","","","none","公开单件价；详情材质/属性待逐项采集","no"
"记珠","#小程序://记珠/eF6cF6jK1Ibdvpp","2026-07-13","verified-public","配件","carved-piece","","decor","炸毛狐狸（黄）","12.2mm","12.2","20","CNY","single-item","","not-downloaded","unspecified","","","none","公开单件价；详情材质/属性待逐项采集","no"
"记珠","#小程序://记珠/eF6cF6jK1Ibdvpp","2026-07-13","verified-public","配件","carved-piece","","decor","炸毛狐狸（粉）","20.6mm","20.6","40","CNY","single-item","","not-downloaded","unspecified","","","none","公开单件价；详情材质/属性待逐项采集","no"
"记珠","#小程序://记珠/eF6cF6jK1Ibdvpp","2026-07-13","verified-public","配件","carved-piece","","decor","炸毛狐狸（白）","14mm","14","20","CNY","single-item","","not-downloaded","unspecified","","","none","公开单件价；详情材质/属性待逐项采集","no"
"记珠","#小程序://记珠/eF6cF6jK1Ibdvpp","2026-07-13","verified-public","配件","carved-piece","","decor","炸毛狐狸（粉）","14.5mm","14.5","18","CNY","single-item","","not-downloaded","unspecified","","","none","公开单件价；详情材质/属性待逐项采集","no"
"记珠","#小程序://记珠/eF6cF6jK1Ibdvpp","2026-07-13","verified-public","配件","carved-piece","","decor","貔貅（底部单钱币）-紫","18.6mm","18.6","30","CNY","single-item","","not-downloaded","unspecified","","","none","公开单件价；详情材质/属性待逐项采集","no"
"记珠","#小程序://记珠/eF6cF6jK1Ibdvpp","2026-07-13","verified-public","配件","carved-piece","","decor","柠檬晶貔貅大号","14.4mm","14.4","20","CNY","single-item","","not-downloaded","unspecified","","","none","公开单件价；详情材质/属性待逐项采集","no"
"记珠","#小程序://记珠/eF6cF6jK1Ibdvpp","2026-07-13","verified-public","配件","carved-piece","","decor","压电五角星","14.5mm","14.5","9","CNY","single-item","","not-downloaded","unspecified","","","none","公开单件价；详情材质/属性待逐项采集","no"
"记珠","#小程序://记珠/eF6cF6jK1Ibdvpp","2026-07-13","verified-public","配件","carved-piece","","decor","芙蓉粉晶爱心散珠","10mm","10","4","CNY","single-item","","not-downloaded","unspecified","","","none","公开单件价；详情材质/属性待逐项采集","no"
"记珠","#小程序://记珠/eF6cF6jK1Ibdvpp","2026-07-13","verified-public","配件","carved-piece","","decor","紫水貔貅大号","14.8mm","14.8","20","CNY","single-item","","not-downloaded","unspecified","","","none","公开单件价；详情材质/属性待逐项采集","no"
"记珠","#小程序://记珠/eF6cF6jK1Ibdvpp","2026-07-13","verified-public","配件","carved-piece","","decor","熊猫头白水","13.2mm","13.2","25","CNY","single-item","","not-downloaded","unspecified","","","none","公开单件价；详情材质/属性待逐项采集","no"
"记珠","#小程序://记珠/eF6cF6jK1Ibdvpp","2026-07-13","verified-public","配件","carved-piece","","decor","玉桂狗白水","13.7mm","13.7","25","CNY","single-item","","not-downloaded","unspecified","","","none","公开单件价；详情材质/属性待逐项采集","no"
"记珠","#小程序://记珠/eF6cF6jK1Ibdvpp","2026-07-13","verified-public","配件","carved-piece","","decor","白水貔貅大号","15.3mm","15.3","25","CNY","single-item","","not-downloaded","unspecified","","","none","公开单件价；详情材质/属性待逐项采集","no"
"记珠","#小程序://记珠/eF6cF6jK1Ibdvpp","2026-07-13","verified-public","配件","carved-piece","","decor","紫萤石小花","12.4mm","12.4","15","CNY","single-item","","not-downloaded","unspecified","","","none","公开单件价；详情材质/属性待逐项采集","no"
