"source_name","source_url","evidence_date","evidence_status","category_level_1","category_level_2","category_level_3","component_type","product_name_original","variant_name_original","size_mm","price_visible","currency","unit_type","image_local_path_or_cache_folder","image_mapping_status","material_or_color","product_attributes","compatible_bead_sizes","orientation_mode","notes","production_ready"
"珠了个珠","#小程序://珠了个珠/j4zsMN0DmoU7ZZu","2026-07-14","screenshot-verified","配饰","隔片","","accessory","荷叶隔片","8mm（第二可见卡，颜色/材质待详情确认）","8","2.00","CNY","single-item","C:\Users\Dylan\AppData\Local\Temp\codex-clipboard-06666b12-8de9-4301-ad93-1d4de20ef58e.png","screenshot-evidence","","","","","用户提供的珠了个珠配饰截图；与另一张荷叶隔片卡同名、同尺寸、同价但视觉不同，未擅自合并；待进入详情确认颜色/材质。","no"
"珠了个珠","#小程序://珠了个珠/j4zsMN0DmoU7ZZu","2026-07-14","screenshot-verified","配饰","吊坠","","accessory","火柴棍","10mm（第二可见卡，疑似金色）","10","4.50","CNY","single-item","C:\Users\Dylan\AppData\Local\Temp\codex-clipboard-06666b12-8de9-4301-ad93-1d4de20ef58e.png","screenshot-evidence","疑似金色（图示，待详情确认）","","","","用户提供的珠了个珠配饰截图；与另一张火柴棍卡同名、同尺寸、同价，但图示为另一种颜色（疑似金色），未擅自合并；待进入详情确认材质。","no"
"珠了个珠","#小程序://珠了个珠/j4zsMN0DmoU7ZZu","2026-07-14","verified-public","配饰","全部配饰","","accessory","十字架","7mm","7","3.00","CNY","single-item","微信桌面端小程序“珠了个珠”全部配饰面板（2026-07-14；筛选结果131，卡片公开可见）","ui-text-evidence","","","","","微信桌面端小程序当前“全部配饰”可见卡片；名称、尺寸、单价由文本层核验；未进入细分类详情。","no"
"珠了个珠","#小程序://珠了个珠/j4zsMN0DmoU7ZZu","2026-07-14","verified-public","配饰","全部配饰","","accessory","隔珠","6mm","6","3.00","CNY","single-item","微信桌面端小程序“珠了个珠”全部配饰面板（2026-07-14；筛选结果131，卡片公开可见）","ui-text-evidence","","","","","微信桌面端小程序当前“全部配饰”可见卡片；名称、尺寸、单价由文本层核验；未进入细分类详情。","no"
"珠了个珠","#小程序://珠了个珠/j4zsMN0DmoU7ZZu","2026-07-14","verified-public","配饰","全部配饰","","accessory","十字架","8mm","8","3.00","CNY","single-item","微信桌面端小程序“珠了个珠”全部配饰面板（2026-07-14；筛选结果131，卡片公开可见）","ui-text-evidence","","","","","微信桌面端小程序当前“全部配饰”可见卡片；名称、尺寸、单价由文本层核验；未进入细分类详情。","no"
"珠了个珠","#小程序://珠了个珠/j4zsMN0DmoU7ZZu","2026-07-14","verified-public","配饰","全部配饰","","accessory","十字架","10mm","10","3.00","CNY","single-item","微信桌面端小程序“珠了个珠”全部配饰面板（2026-07-14；筛选结果131，卡片公开可见）","ui-text-evidence","","","","","微信桌面端小程序当前“全部配饰”可见卡片；名称、尺寸、单价由文本层核验；未进入细分类详情。","no"
"珠了个珠","#小程序://珠了个珠/j4zsMN0DmoU7ZZu","2026-07-14","verified-public","配饰","全部配饰","","accessory","蕾丝隔珠","9mm","9","10.00","CNY","single-item","微信桌面端小程序“珠了个珠”全部配饰面板（2026-07-14；筛选结果131，卡片公开可见）","ui-text-evidence","","","","","微信桌面端小程序当前“全部配饰”可见卡片；名称、尺寸、单价由文本层核验；未进入细分类详情。","no"
"珠了个珠","#小程序://珠了个珠/j4zsMN0DmoU7ZZu","2026-07-14","verified-public","配饰","全部配饰","","accessory","铃兰","10mm","10","12.00","CNY","single-item","微信桌面端小程序“珠了个珠”全部配饰面板（2026-07-14；筛选结果131，卡片公开可见）","ui-text-evidence","","","","","微信桌面端小程序当前“全部配饰”可见卡片；名称、尺寸、单价由文本层核验；未进入细分类详情。","no"
"珠了个珠","#小程序://珠了个珠/j4zsMN0DmoU7ZZu","2026-07-14","verified-public","配饰","全部配饰","","accessory","交织戒隔珠","9mm","9","6.00","CNY","single-item","微信桌面端小程序“珠了个珠”全部配饰面板（2026-07-14；筛选结果131，卡片公开可见）","ui-text-evidence","","","","","微信桌面端小程序当前“全部配饰”可见卡片；名称、尺寸、单价由文本层核验；未进入细分类详情。","no"
"珠了个珠","#小程序://珠了个珠/j4zsMN0DmoU7ZZu","2026-07-14","verified-public","配饰","全部配饰","","accessory","财神爷","13mm","13","10.00","CNY","single-item","微信桌面端小程序“珠了个珠”全部配饰面板（2026-07-14；筛选结果131，卡片公开可见）","ui-text-evidence","","","","","微信桌面端小程序当前“全部配饰”可见卡片；名称、尺寸、单价由文本层核验；未进入细分类详情。","no"
"珠了个珠","#小程序://珠了个珠/j4zsMN0DmoU7ZZu","2026-07-14","verified-public","配饰","全部配饰","","accessory","雪花冰晶","14mm","14","18.00","CNY","single-item","微信桌面端小程序“珠了个珠”全部配饰面板（2026-07-14；筛选结果131，卡片公开可见）","ui-text-evidence","","","","","微信桌面端小程序当前“全部配饰”可见卡片；名称、尺寸、单价由文本层核验；未进入细分类详情。","no"
"珠了个珠","#小程序://珠了个珠/j4zsMN0DmoU7ZZu","2026-07-14","verified-public","配饰","全部配饰","","accessory","葫芦魔盒","12mm","12","10.00","CNY","single-item","微信桌面端小程序“珠了个珠”全部配饰面板（2026-07-14；筛选结果131，卡片公开可见）","ui-text-evidence","","","","","微信桌面端小程序当前“全部配饰”可见卡片；名称、尺寸、单价由文本层核验；未进入细分类详情。","no"
"珠了个珠","#小程序://珠了个珠/j4zsMN0DmoU7ZZu","2026-07-14","verified-public","配饰","全部配饰","","accessory","祥云跑环","13mm","13","6.00","CNY","single-item","微信桌面端小程序“珠了个珠”全部配饰面板（2026-07-14；筛选结果131，卡片公开可见）","ui-text-evidence","","","","","微信桌面端小程序当前“全部配饰”可见卡片；名称、尺寸、单价由文本层核验；未进入细分类详情。","no"
"珠了个珠","#小程序://珠了个珠/j4zsMN0DmoU7ZZu","2026-07-14","verified-public","配饰","全部配饰","","accessory","蕾丝花托 （搭配12mm珠子）","12mm","12","5.00","CNY","single-item","微信桌面端小程序“珠了个珠”全部配饰面板（2026-07-14；筛选结果131，卡片公开可见）","ui-text-evidence","","","","","微信桌面端小程序当前“全部配饰”可见卡片；名称、尺寸、单价由文本层核验；未进入细分类详情。","no"
"珠了个珠","#小程序://珠了个珠/j4zsMN0DmoU7ZZu","2026-07-14","verified-public","配饰","全部配饰","","accessory","蕾丝花托 （搭配12mm珠子）","12mm","12","5.00","CNY","single-item","微信桌面端小程序“珠了个珠”全部配饰面板（2026-07-14；筛选结果131，卡片公开可见）","ui-text-evidence","","","","","微信桌面端小程序当前“全部配饰”可见卡片；名称、尺寸、单价由文本层核验；未进入细分类详情。","no"
"珠了个珠","#小程序://珠了个珠/j4zsMN0DmoU7ZZu","2026-07-14","verified-public","配饰","全部配饰","","accessory","蕾丝花托 （搭配10mm珠子）","10mm","10","4.00","CNY","single-item","微信桌面端小程序“珠了个珠”全部配饰面板（2026-07-14；筛选结果131，卡片公开可见）","ui-text-evidence","","","","","微信桌面端小程序当前“全部配饰”可见卡片；名称、尺寸、单价由文本层核验；未进入细分类详情。","no"
"珠了个珠","#小程序://珠了个珠/j4zsMN0DmoU7ZZu","2026-07-14","verified-public","配饰","全部配饰","","accessory","蕾丝花托（搭配10mm珠子）","10mm","10","4.00","CNY","single-item","微信桌面端小程序“珠了个珠”全部配饰面板（2026-07-14；筛选结果131，卡片公开可见）","ui-text-evidence","","","","","微信桌面端小程序当前“全部配饰”可见卡片；名称、尺寸、单价由文本层核验；未进入细分类详情。","no"
"珠了个珠","#小程序://珠了个珠/j4zsMN0DmoU7ZZu","2026-07-14","verified-public","配饰","全部配饰","","accessory","蕾丝花托（搭配12mm珠子）","12mm","12","5.00","CNY","single-item","微信桌面端小程序“珠了个珠”全部配饰面板（2026-07-14；筛选结果131，卡片公开可见）","ui-text-evidence","","","","","微信桌面端小程序当前“全部配饰”可见卡片；名称、尺寸、单价由文本层核验；未进入细分类详情。","no"
"珠了个珠","#小程序://珠了个珠/j4zsMN0DmoU7ZZu","2026-07-14","verified-public","配饰","全部配饰","","accessory","蕾丝花托 （搭配12mm珠子）","12mm","12","5.00","CNY","single-item","微信桌面端小程序“珠了个珠”全部配饰面板（2026-07-14；筛选结果131，卡片公开可见）","ui-text-evidence","","","","","微信桌面端小程序当前“全部配饰”可见卡片；名称、尺寸、单价由文本层核验；未进入细分类详情。","no"
"珠了个珠","#小程序://珠了个珠/j4zsMN0DmoU7ZZu","2026-07-14","verified-public","配饰","全部配饰","","accessory","蕾丝花托（搭配10mm珠子）","10mm","10","4.00","CNY","single-item","微信桌面端小程序“珠了个珠”全部配饰面板（2026-07-14；筛选结果131，卡片公开可见）","ui-text-evidence","","","","","微信桌面端小程序当前“全部配饰”可见卡片；名称、尺寸、单价由文本层核验；未进入细分类详情。","no"
"珠了个珠","#小程序://珠了个珠/j4zsMN0DmoU7ZZu","2026-07-14","verified-public","配饰","全部配饰","","accessory","蕾丝花托（搭配10mm珠子）","10mm","10","4.00","CNY","single-item","微信桌面端小程序“珠了个珠”全部配饰面板（2026-07-14；筛选结果131，卡片公开可见）","ui-text-evidence","","","","","微信桌面端小程序当前“全部配饰”可见卡片；名称、尺寸、单价由文本层核验；未进入细分类详情。","no"
"珠了个珠","#小程序://珠了个珠/j4zsMN0DmoU7ZZu","2026-07-14","verified-public","配饰","全部配饰","","accessory","锆石隔珠","6mm","6","4.00","CNY","single-item","微信桌面端小程序“珠了个珠”全部配饰面板（2026-07-14；筛选结果131，卡片公开可见）","ui-text-evidence","","","","","微信桌面端小程序当前“全部配饰”可见卡片；名称、尺寸、单价由文本层核验；未进入细分类详情。","no"
"珠了个珠","#小程序://珠了个珠/j4zsMN0DmoU7ZZu","2026-07-14","verified-public","配饰","全部配饰","","accessory","锆石隔珠","8mm","8","5.00","CNY","single-item","微信桌面端小程序“珠了个珠”全部配饰面板（2026-07-14；筛选结果131，卡片公开可见）","ui-text-evidence","","","","","微信桌面端小程序当前“全部配饰”可见卡片；名称、尺寸、单价由文本层核验；未进入细分类详情。","no"
"珠了个珠","#小程序://珠了个珠/j4zsMN0DmoU7ZZu","2026-07-14","verified-public","配饰","全部配饰","","accessory","两世欢","10mm","10","25.00","CNY","single-item","微信桌面端小程序“珠了个珠”全部配饰面板（2026-07-14；筛选结果131，卡片公开可见）","ui-text-evidence","","","","","微信桌面端小程序当前“全部配饰”可见卡片；名称、尺寸、单价由文本层核验；未进入细分类详情。 卡片标示“已售罄”，仍保留公开价格。","no"
"珠了个珠","#小程序://珠了个珠/j4zsMN0DmoU7ZZu","2026-07-14","verified-public","配饰","全部配饰","","accessory","祥云跑环","13mm","13","6.00","CNY","single-item","微信桌面端小程序“珠了个珠”全部配饰面板（2026-07-14；筛选结果131，卡片公开可见）","ui-text-evidence","","","","","微信桌面端小程序当前“全部配饰”可见卡片；名称、尺寸、单价由文本层核验；未进入细分类详情。","no"
"珠了个珠","#小程序://珠了个珠/j4zsMN0DmoU7ZZu","2026-07-14","verified-public","配饰","全部配饰","","accessory","四叶草桶珠","7mm","7","12.00","CNY","single-item","微信桌面端小程序“珠了个珠”全部配饰面板（2026-07-14；筛选结果131，卡片公开可见）","ui-text-evidence","","","","","微信桌面端小程序当前“全部配饰”可见卡片；名称、尺寸、单价由文本层核验；未进入细分类详情。","no"
"珠了个珠","#小程序://珠了个珠/j4zsMN0DmoU7ZZu","2026-07-14","verified-public","配饰","全部配饰","","accessory","小蛮腰路路通","9mm","9","12.00","CNY","single-item","微信桌面端小程序“珠了个珠”全部配饰面板（2026-07-14；筛选结果131，卡片公开可见）","ui-text-evidence","","","","","微信桌面端小程序当前“全部配饰”可见卡片；名称、尺寸、单价由文本层核验；未进入细分类详情。","no"
"珠了个珠","#小程序://珠了个珠/j4zsMN0DmoU7ZZu","2026-07-14","verified-public","配饰","全部配饰","","accessory","银色屁桃","10.3mm","10.3","10.00","CNY","single-item","微信桌面端小程序“珠了个珠”全部配饰面板（2026-07-14；筛选结果131，卡片公开可见）","ui-text-evidence","","","","","微信桌面端小程序当前“全部配饰”可见卡片；名称、尺寸、单价由文本层核验；未进入细分类详情。","no"
"珠了个珠","#小程序://珠了个珠/j4zsMN0DmoU7ZZu","2026-07-14","verified-public","配饰","全部配饰","","accessory","皇冠隔珠","10mm","10","10.00","CNY","single-item","微信桌面端小程序“珠了个珠”全部配饰面板（2026-07-14；筛选结果131，卡片公开可见）","ui-text-evidence","","","","","微信桌面端小程序当前“全部配饰”可见卡片；名称、尺寸、单价由文本层核验；未进入细分类详情。","no"
"珠了个珠","#小程序://珠了个珠/j4zsMN0DmoU7ZZu","2026-07-14","verified-public","配饰","全部配饰","","accessory","编织方块","8mm","8","4.00","CNY","single-item","微信桌面端小程序“珠了个珠”全部配饰面板（2026-07-14；筛选结果131，卡片公开可见）","ui-text-evidence","","","","","微信桌面端小程序当前“全部配饰”可见卡片；名称、尺寸、单价由文本层核验；未进入细分类详情。","no"
"珠了个珠","#小程序://珠了个珠/j4zsMN0DmoU7ZZu","2026-07-14","verified-public","配饰","全部配饰","","accessory","编织桶珠","10mm","10","6.00","CNY","single-item","微信桌面端小程序“珠了个珠”全部配饰面板（2026-07-14；筛选结果131，卡片公开可见）","ui-text-evidence","","","","","微信桌面端小程序当前“全部配饰”可见卡片；名称、尺寸、单价由文本层核验；未进入细分类详情。","no"
"珠了个珠","#小程序://珠了个珠/j4zsMN0DmoU7ZZu","2026-07-14","verified-public","配饰","全部配饰","","accessory","羽毛隔珠","7mm","7","6.00","CNY","single-item","微信桌面端小程序“珠了个珠”全部配饰面板（2026-07-14；筛选结果131，卡片公开可见）","ui-text-evidence","","","","","微信桌面端小程序当前“全部配饰”可见卡片；名称、尺寸、单价由文本层核验；未进入细分类详情。","no"
"珠了个珠","#小程序://珠了个珠/j4zsMN0DmoU7ZZu","2026-07-14","verified-public","配饰","全部配饰","","accessory","南瓜隔珠","3.9mm","3.9","8.00","CNY","single-item","微信桌面端小程序“珠了个珠”全部配饰面板（2026-07-14；筛选结果131，卡片公开可见）","ui-text-evidence","","","","","微信桌面端小程序当前“全部配饰”可见卡片；名称、尺寸、单价由文本层核验；未进入细分类详情。","no"
"珠了个珠","#小程序://珠了个珠/j4zsMN0DmoU7ZZu","2026-07-14","verified-public","配饰","全部配饰","","accessory","招财纳福","14mm","14","20.00","CNY","single-item","微信桌面端小程序“珠了个珠”全部配饰面板（2026-07-14；筛选结果131，卡片公开可见）","ui-text-evidence","","","","","微信桌面端小程序当前“全部配饰”可见卡片；名称、尺寸、单价由文本层核验；未进入细分类详情。","no"
"珠了个珠","#小程序://珠了个珠/j4zsMN0DmoU7ZZu","2026-07-14","verified-public","配饰","全部配饰","","accessory","平安喜乐","10mm","10","18.00","CNY","single-item","微信桌面端小程序“珠了个珠”全部配饰面板（2026-07-14；筛选结果131，卡片公开可见）","ui-text-evidence","","","","","微信桌面端小程序当前“全部配饰”可见卡片；名称、尺寸、单价由文本层核验；未进入细分类详情。","no"
"珠了个珠","#小程序://珠了个珠/j4zsMN0DmoU7ZZu","2026-07-14","verified-public","配饰","全部配饰","","accessory","绣球隔珠","4mm","4","25.00","CNY","single-item","微信桌面端小程序“珠了个珠”全部配饰面板（2026-07-14；筛选结果131，卡片公开可见）","ui-text-evidence","","","","","微信桌面端小程序当前“全部配饰”可见卡片；名称、尺寸、单价由文本层核验；未进入细分类详情。","no"
"珠了个珠","#小程序://珠了个珠/j4zsMN0DmoU7ZZu","2026-07-14","verified-public","配饰","全部配饰","","accessory","金福禄","4mm","4","12.00","CNY","single-item","微信桌面端小程序“珠了个珠”全部配饰面板（2026-07-14；筛选结果131，卡片公开可见）","ui-text-evidence","","","","","微信桌面端小程序当前“全部配饰”可见卡片；名称、尺寸、单价由文本层核验；未进入细分类详情。","no"
"珠了个珠","#小程序://珠了个珠/j4zsMN0DmoU7ZZu","2026-07-14","verified-public","配饰","全部配饰","","accessory","花丝莲花","10mm","10","20.00","CNY","single-item","微信桌面端小程序“珠了个珠”全部配饰面板（2026-07-14；筛选结果131，卡片公开可见）","ui-text-evidence","","","","","微信桌面端小程序当前“全部配饰”可见卡片；名称、尺寸、单价由文本层核验；未进入细分类详情。","no"
"珠了个珠","#小程序://珠了个珠/j4zsMN0DmoU7ZZu","2026-07-14","verified-public","配饰","全部配饰","","accessory","花托金色","6mm","6","3.00","CNY","single-item","微信桌面端小程序“珠了个珠”全部配饰面板（2026-07-14；筛选结果131，卡片公开可见）","ui-text-evidence","","","","","微信桌面端小程序当前“全部配饰”可见卡片；名称、尺寸、单价由文本层核验；未进入细分类详情。","no"
"珠了个珠","#小程序://珠了个珠/j4zsMN0DmoU7ZZu","2026-07-14","verified-public","配饰","全部配饰","","accessory","花托银色","6mm","6","2.00","CNY","single-item","微信桌面端小程序“珠了个珠”全部配饰面板（2026-07-14；筛选结果131，卡片公开可见）","ui-text-evidence","","","","","微信桌面端小程序当前“全部配饰”可见卡片；名称、尺寸、单价由文本层核验；未进入细分类详情。","no"
"珠了个珠","#小程序://珠了个珠/j4zsMN0DmoU7ZZu","2026-07-14","verified-public","配饰","全部配饰","","accessory","花托银色","6mm","6","2.00","CNY","single-item","微信桌面端小程序“珠了个珠”全部配饰面板（2026-07-14；筛选结果131，卡片公开可见）","ui-text-evidence","","","","","微信桌面端小程序当前“全部配饰”可见卡片；名称、尺寸、单价由文本层核验；未进入细分类详情。","no"
"珠了个珠","#小程序://珠了个珠/j4zsMN0DmoU7ZZu","2026-07-14","verified-public","配饰","全部配饰","","accessory","kitty猫(沙金)","11.5mm","11.5","25.00","CNY","single-item","微信桌面端小程序“珠了个珠”全部配饰面板（2026-07-14；筛选结果131，卡片公开可见）","ui-text-evidence","","","","","微信桌面端小程序当前“全部配饰”可见卡片；名称、尺寸、单价由文本层核验；未进入细分类详情。","no"
"珠了个珠","#小程序://珠了个珠/j4zsMN0DmoU7ZZu","2026-07-14","verified-public","配饰","全部配饰","","accessory","恶魔之眼","10mm","10","20.00","CNY","single-item","微信桌面端小程序“珠了个珠”全部配饰面板（2026-07-14；筛选结果131，卡片公开可见）","ui-text-evidence","","","","","微信桌面端小程序当前“全部配饰”可见卡片；名称、尺寸、单价由文本层核验；未进入细分类详情。","no"
"珠了个珠","#小程序://珠了个珠/j4zsMN0DmoU7ZZu","2026-07-14","verified-public","配饰","全部配饰","","accessory","金运石魔盒","14mm","14","32.00","CNY","single-item","微信桌面端小程序“珠了个珠”全部配饰面板（2026-07-14；筛选结果131，卡片公开可见）","ui-text-evidence","","","","","微信桌面端小程序当前“全部配饰”可见卡片；名称、尺寸、单价由文本层核验；未进入细分类详情。","no"
