"id","slug","title","status","link","categories","is_tarot","cjk_run_count","cjk_char_count","cjk_classification","product_level","has_any_commerce_entry","specific_product_links","category_links","shop_links","product_shortcodes","woo_block_count"
"47895","tarot-the-fool-crystals","The Fool Tarot Card Meaning & Best Crystals","future","https://goearthward.com/?p=47895","Tarot","true","0","0","none","dynamic_product_module","true","","/product-category/aventurine-crystals/ | /product-category/amethyst-crystals/ | /product-category/rose-quartz-crystals/ | /product-category/healing-jewelry/","/shop/?s=quartz | /shop/?s=moonstone | /product-category/healing-jewelry/","[products category=""aventurine-crystals"" limit=""4"" columns=""4"" orderby=""popularity""]","0"
"48197","the-fool-for-love","The Fool for Love: What It Reveals About Your Relationship","future","https://goearthward.com/?p=48197","Tarot","true","0","0","none","dynamic_product_module","true","","","/healing-jewelry/","[products limit=""4"" columns=""4"" orderby=""popularity""]","0"
"48200","the-fool-and-the-magician","The Fool and The Magician Together: What This Combination Actually Means","future","https://goearthward.com/?p=48200","Tarot","true","0","0","none","dynamic_product_module","true","","","/shop/?s=quartz","[products limit=""4"" columns=""4"" orderby=""popularity""]","0"
"48204","death-and-judgment","Death and Judgment Together: Tarot Combination Meaning","publish","https://goearthward.com/death-and-judgment/","Tarot","true","0","0","none","dynamic_product_module","true","","","","[products limit=""4"" columns=""4"" orderby=""popularity""]","0"
"48208","death-and-temperance","Death and Temperance Together: Tarot Combination Meaning","publish","https://goearthward.com/death-and-temperance/","Tarot","true","0","0","none","dynamic_product_module","true","","/product-category/obsidian-crystals/ | /product-category/amethyst-crystals/","","[products category=""obsidian-crystals"" limit=""4"" columns=""4"" orderby=""popularity""]","0"
"48212","death-and-the-devil","Death and The Devil at a Glance","publish","https://goearthward.com/death-and-the-devil/","Tarot","true","0","0","none","dynamic_product_module","true","","","","[products limit=""4"" columns=""4"" orderby=""popularity""]","0"
"48216","death-and-the-moon","Death and The Moon Together: Tarot Combination Meaning","publish","https://goearthward.com/death-and-the-moon/","Tarot","true","0","0","none","dynamic_product_module","true","","","/shop/?s=moonstone","[products limit=""4"" columns=""4"" orderby=""popularity""]","0"
"48220","death-and-the-star","Death and The Star Together: Tarot Combination Meaning","publish","https://goearthward.com/death-and-the-star/","Tarot","true","0","0","none","dynamic_product_module","true","","/product-category/obsidian-crystals/ | /product-category/healing-jewelry/","/product-category/healing-jewelry/","[products category=""obsidian-crystals"" limit=""4"" columns=""4"" orderby=""popularity""]","0"
"48224","death-and-the-sun","Death and The Sun Together: Tarot Combination Meaning","publish","https://goearthward.com/death-and-the-sun/","Tarot","true","0","0","none","dynamic_product_module","true","","/product-category/obsidian-crystals/","","[products category=""obsidian-crystals"" limit=""4"" columns=""4"" orderby=""popularity""]","0"
"48228","death-and-the-tower","Death and The Tower at a Glance","publish","https://goearthward.com/death-and-the-tower/","Tarot","true","0","0","none","dynamic_product_module","true","","","","[products limit=""4"" columns=""4"" orderby=""popularity""]","0"
"48232","death-and-the-world","Death and The World Together: Tarot Combination Meaning","publish","https://goearthward.com/death-and-the-world/","Tarot","true","0","0","none","dynamic_product_module","true","","","","[products limit=""4"" columns=""4"" orderby=""popularity""]","0"
"48237","death-for-career-reversed","Death Reversed in Career at a Glance","publish","https://goearthward.com/death-for-career-reversed/","Tarot","true","0","0","none","dynamic_product_module","true","","","","[products limit=""4"" columns=""4"" orderby=""popularity""]","0"
"48242","death-for-career","Death in Career at a Glance","publish","https://goearthward.com/death-for-career/","Tarot","true","0","0","none","dynamic_product_module","true","","","","[products limit=""4"" columns=""4"" orderby=""popularity""]","0"
"48247","death-for-finances-reversed","Death Reversed in Finances at a Glance","publish","https://goearthward.com/death-for-finances-reversed/","Tarot","true","0","0","none","dynamic_product_module","true","","","","[products limit=""4"" columns=""4"" orderby=""popularity""]","0"
"48252","death-for-finances","Death in Finances at a Glance","publish","https://goearthward.com/death-for-finances/","Tarot","true","0","0","none","dynamic_product_module","true","","","","[products limit=""4"" columns=""4"" orderby=""popularity""]","0"
"48257","death-for-health-reversed","Death Reversed in Health at a Glance","publish","https://goearthward.com/death-for-health-reversed/","Tarot","true","0","0","none","dynamic_product_module","true","","","","[products limit=""4"" columns=""4"" orderby=""popularity""]","0"
"48262","death-for-health","Death in Health at a Glance","publish","https://goearthward.com/death-for-health/","Tarot","true","0","0","none","dynamic_product_module","true","","","","[products limit=""4"" columns=""4"" orderby=""popularity""]","0"
"48267","death-for-love-reversed","Death Reversed in Love at a Glance","future","https://goearthward.com/?p=48267","Tarot","true","0","0","none","dynamic_product_module","true","","","","[products limit=""4"" columns=""4"" orderby=""popularity""]","0"
"48272","death-for-love","Death in Love at a Glance","publish","https://goearthward.com/death-for-love/","Tarot","true","0","0","none","dynamic_product_module","true","","","","[products limit=""4"" columns=""4"" orderby=""popularity""]","0"
"48277","death-for-spiritual-growth-reversed","Death Reversed in Spiritual Growth at a Glance","publish","https://goearthward.com/death-for-spiritual-growth-reversed/","Tarot","true","0","0","none","dynamic_product_module","true","","","","[products limit=""4"" columns=""4"" orderby=""popularity""]","0"
"48282","death-for-spiritual-growth","Death in Spiritual Growth at a Glance","publish","https://goearthward.com/death-for-spiritual-growth/","Tarot","true","0","0","none","dynamic_product_module","true","","","","[products limit=""4"" columns=""4"" orderby=""popularity""]","0"
"48286","judgment-and-the-world","Judgment and The World Together: Tarot Combination Meaning","future","https://goearthward.com/?p=48286","Tarot","true","0","0","none","dynamic_product_module","true","","","","[products limit=""4"" columns=""4"" orderby=""popularity""]","0"
"48291","judgment-for-career-reversed","Intro","future","https://goearthward.com/?p=48291","Tarot","true","0","0","none","dynamic_product_module","true","","/product-category/healing-jewelry/","/product-category/healing-jewelry/","[products limit=""4"" columns=""4"" orderby=""popularity""]","0"
"48296","judgment-for-career","Judgment for Career: Work, Decisions, and Direction","future","https://goearthward.com/?p=48296","Tarot","true","0","0","none","dynamic_product_module","true","","","","[products limit=""4"" columns=""4"" orderby=""popularity""]","0"
"48301","judgment-for-finances-reversed","Intro","future","https://goearthward.com/?p=48301","Tarot","true","0","0","none","dynamic_product_module","true","","/product-category/healing-jewelry/","/product-category/healing-jewelry/","[products limit=""4"" columns=""4"" orderby=""popularity""]","0"
"48306","judgment-for-finances","Judgment for Finances: Money Lessons and Warnings","future","https://goearthward.com/?p=48306","Tarot","true","0","0","none","dynamic_product_module","true","","","","[products limit=""4"" columns=""4"" orderby=""popularity""]","0"
"48311","judgment-for-health-reversed","Intro","future","https://goearthward.com/?p=48311","Tarot","true","0","0","none","dynamic_product_module","true","","/product-category/healing-jewelry/","/product-category/healing-jewelry/","[products limit=""4"" columns=""4"" orderby=""popularity""]","0"
"48316","judgment-for-health","Judgment for Health: Energy, Balance, and Body Signals","future","https://goearthward.com/?p=48316","Tarot","true","0","0","none","dynamic_product_module","true","","","","[products limit=""4"" columns=""4"" orderby=""popularity""]","0"
"48321","judgment-for-love-reversed","Intro","future","https://goearthward.com/?p=48321","Tarot","true","0","0","none","dynamic_product_module","true","","/product-category/healing-jewelry/","/product-category/healing-jewelry/","[products limit=""4"" columns=""4"" orderby=""popularity""]","0"
"48326","judgment-for-love","Judgment for Love: What It Reveals About Your Relationship","future","https://goearthward.com/?p=48326","Tarot","true","0","0","none","dynamic_product_module","true","","","","[products limit=""4"" columns=""4"" orderby=""popularity""]","0"
"48331","judgment-for-spiritual-growth-reversed","Intro","future","https://goearthward.com/?p=48331","Tarot","true","0","0","none","dynamic_product_module","true","","/product-category/healing-jewelry/","/product-category/healing-jewelry/","[products limit=""4"" columns=""4"" orderby=""popularity""]","0"
"48336","judgment-for-spiritual-growth","Judgment for Spiritual Growth: Inner Lessons and Awakening","future","https://goearthward.com/?p=48336","Tarot","true","0","0","none","dynamic_product_module","true","","","","[products limit=""4"" columns=""4"" orderby=""popularity""]","0"
"48340","justice-and-death","Justice and Death Together: Tarot Combination Meaning","future","https://goearthward.com/?p=48340","Tarot","true","0","0","none","dynamic_product_module","true","","","","[products limit=""4"" columns=""4"" orderby=""popularity""]","0"
"48344","justice-and-judgment","Justice and Judgment at a Glance","future","https://goearthward.com/?p=48344","Tarot","true","0","0","none","dynamic_product_module","true","","","","[products limit=""4"" columns=""4"" orderby=""popularity""]","0"
"48348","justice-and-temperance","Justice and Temperance at a Glance","future","https://goearthward.com/?p=48348","Tarot","true","0","0","none","dynamic_product_module","true","","","","[products limit=""4"" columns=""4"" orderby=""popularity""]","0"
"48352","justice-and-the-devil","Justice and The Devil Together: Tarot Combination Meaning","future","https://goearthward.com/?p=48352","Tarot","true","0","0","none","dynamic_product_module","true","","/product-category/lapis-crystals/ | /product-category/black-tourmaline-crystals/","","[products category=""black-tourmaline-crystals"" limit=""4"" columns=""4"" orderby=""popularity""]","0"
"48356","justice-and-the-hanged-man","Justice and The Hanged Man Together: Tarot Combination Meaning","future","https://goearthward.com/?p=48356","Tarot","true","0","0","none","dynamic_product_module","true","","","","[products limit=""4"" columns=""4"" orderby=""popularity""]","0"
"48360","justice-and-the-moon","Justice and The Moon at a Glance","future","https://goearthward.com/?p=48360","Tarot","true","0","0","none","dynamic_product_module","true","","","","[products limit=""4"" columns=""4"" orderby=""popularity""]","0"
"48364","justice-and-the-star","Intro","future","https://goearthward.com/?p=48364","Tarot","true","0","0","none","dynamic_product_module","true","","","","[products limit=""4"" columns=""4"" orderby=""popularity""]","0"
"48368","justice-and-the-sun","Justice and The Sun at a Glance","future","https://goearthward.com/?p=48368","Tarot","true","0","0","none","dynamic_product_module","true","","","","[products limit=""4"" columns=""4"" orderby=""popularity""]","0"
"48372","justice-and-the-tower","Justice and The Tower Together: Tarot Combination Meaning","future","https://goearthward.com/?p=48372","Tarot","true","0","0","none","dynamic_product_module","true","","","","[products limit=""4"" columns=""4"" orderby=""popularity""]","0"
"48376","justice-and-the-world","Justice and The World Together: Tarot Combination Meaning","future","https://goearthward.com/?p=48376","Tarot","true","0","0","none","dynamic_product_module","true","","","","[products limit=""4"" columns=""4"" orderby=""popularity""]","0"
"48381","justice-for-career-reversed","Justice Reversed in Career: The Call You Keep Not Making","future","https://goearthward.com/?p=48381","Tarot","true","0","0","none","dynamic_product_module","true","","","/healing-jewelry/","[products limit=""4"" columns=""4"" orderby=""popularity""]","0"
"48386","justice-for-career","Justice for Career: Work, Decisions, and Direction","future","https://goearthward.com/?p=48386","Tarot","true","0","0","none","dynamic_product_module","true","","","/healing-jewelry/","[products limit=""4"" columns=""4"" orderby=""popularity""]","0"
"48391","justice-for-finances-reversed","Justice Reversed in Finances: The Number You Keep Rounding Away","future","https://goearthward.com/?p=48391","Tarot","true","0","0","none","dynamic_product_module","true","","","/healing-jewelry/","[products limit=""4"" columns=""4"" orderby=""popularity""]","0"
"48396","justice-for-finances","Justice for Finances: Money Lessons and Warnings","future","https://goearthward.com/?p=48396","Tarot","true","0","0","none","dynamic_product_module","true","","","/healing-jewelry/","[products limit=""4"" columns=""4"" orderby=""popularity""]","0"
"48401","justice-for-health-reversed","Justice Reversed in Health: When Body Signals Become a Verdict","future","https://goearthward.com/?p=48401","Tarot","true","0","0","none","dynamic_product_module","true","","","/healing-jewelry/","[products limit=""4"" columns=""4"" orderby=""popularity""]","0"
"48406","justice-for-health","Justice for Health: Energy, Balance, and Body Signals","future","https://goearthward.com/?p=48406","Tarot","true","0","0","none","dynamic_product_module","true","","","/healing-jewelry/","[products limit=""4"" columns=""4"" orderby=""popularity""]","0"
"48411","justice-for-love-reversed","Justice Reversed in Love: When Fairness Curdles Into a Courtroom","future","https://goearthward.com/?p=48411","Tarot","true","0","0","none","dynamic_product_module","true","","","/healing-jewelry/","[products limit=""4"" columns=""4"" orderby=""popularity""]","0"
"48416","justice-for-love","Justice for Love: What It Reveals About Your Relationship","future","https://goearthward.com/?p=48416","Tarot","true","0","0","none","dynamic_product_module","true","","","/healing-jewelry/","[products limit=""4"" columns=""4"" orderby=""popularity""]","0"
"48421","justice-for-spiritual-growth-reversed","Justice Reversed in Spiritual Growth: When the Inner Guide Becomes a Court","future","https://goearthward.com/?p=48421","Tarot","true","0","0","none","dynamic_product_module","true","","","/healing-jewelry/","[products limit=""4"" columns=""4"" orderby=""popularity""]","0"
"48426","justice-for-spiritual-growth","Justice for Spiritual Growth: Inner Lessons and Awakening","future","https://goearthward.com/?p=48426","Tarot","true","0","0","none","dynamic_product_module","true","","","/healing-jewelry/","[products limit=""4"" columns=""4"" orderby=""popularity""]","0"
"48430","strength-and-death","Strength and Death at a Glance","future","https://goearthward.com/?p=48430","Tarot","true","0","0","none","dynamic_product_module","true","","/product-category/tiger-eye-crystals/ | /product-category/obsidian-crystals/","","[products category=""tiger-eye-crystals"" limit=""4"" columns=""4"" orderby=""popularity""]","0"
"48434","strength-and-judgment","Strength and Judgment Tarot Combination: Meaning & Crystals","future","https://goearthward.com/?p=48434","Tarot","true","0","0","none","dynamic_product_module","true","","/product-category/tiger-eye-crystals/ | /product-category/healing-jewelry/","/product-category/healing-jewelry/","[products category=""tiger-eye-crystals"" limit=""4"" columns=""4"" orderby=""popularity""]","0"
"48438","strength-and-justice","Strength and Justice Together: Tarot Combination Meaning","future","https://goearthward.com/?p=48438","Tarot","true","0","0","none","dynamic_product_module","true","","","","[products limit=""4"" columns=""4"" orderby=""popularity""]","0"
"48442","strength-and-temperance","Strength and Temperance at a Glance","future","https://goearthward.com/?p=48442","Tarot","true","0","0","none","dynamic_product_module","true","","","","[products limit=""4"" columns=""4"" orderby=""popularity""]","0"
"48446","strength-and-the-devil","Strength and The Devil at a Glance","future","https://goearthward.com/?p=48446","Tarot","true","0","0","none","dynamic_product_module","true","","","","[products limit=""4"" columns=""4"" orderby=""popularity""]","0"
"48450","strength-and-the-hanged-man","Intro","future","https://goearthward.com/?p=48450","Tarot","true","0","0","none","dynamic_product_module","true","","","","[products limit=""4"" columns=""4"" orderby=""popularity""]","0"
"48454","strength-and-the-hermit","Strength and The Hermit Together: Tarot Combination Meaning","future","https://goearthward.com/?p=48454","Tarot","true","0","0","none","dynamic_product_module","true","","","","[products limit=""4"" columns=""4"" orderby=""popularity""]","0"
"48458","strength-and-the-moon","Strength and The Moon at a Glance","future","https://goearthward.com/?p=48458","Tarot","true","0","0","none","dynamic_product_module","true","","","","[products limit=""4"" columns=""4"" orderby=""popularity""]","0"
"48462","strength-and-the-star","Strength and The Star Tarot Combination: Meaning & Crystals","future","https://goearthward.com/?p=48462","Tarot","true","0","0","none","dynamic_product_module","true","","/product-category/tiger-eye-crystals/ | /product-category/healing-jewelry/","/product-category/healing-jewelry/","[products category=""tiger-eye-crystals"" limit=""4"" columns=""4"" orderby=""popularity""]","0"
"48466","strength-and-the-sun","Strength and The Sun at a Glance","future","https://goearthward.com/?p=48466","Tarot","true","0","0","none","dynamic_product_module","true","","","","[products limit=""4"" columns=""4"" orderby=""popularity""]","0"
"48470","strength-and-the-tower","Strength and The Tower at a Glance","future","https://goearthward.com/?p=48470","Tarot","true","0","0","none","dynamic_product_module","true","","","","[products limit=""4"" columns=""4"" orderby=""popularity""]","0"
"48474","strength-and-the-world","Intro","future","https://goearthward.com/?p=48474","Tarot","true","0","0","none","dynamic_product_module","true","","","","[products limit=""4"" columns=""4"" orderby=""popularity""]","0"
"48478","strength-and-wheel-of-fortune","Strength and Wheel of Fortune Together: Tarot Combination Meaning","future","https://goearthward.com/?p=48478","Tarot","true","0","0","none","dynamic_product_module","true","","","","[products limit=""4"" columns=""4"" orderby=""popularity""]","0"
"48483","strength-for-career-reversed","Strength Reversed in Career: Meaning & Crystals","future","https://goearthward.com/?p=48483","Tarot","true","0","0","none","dynamic_product_module","true","","","","[products limit=""4"" columns=""4"" orderby=""popularity""]","0"
"48488","strength-for-career","Strength for Career: Work, Decisions, and Direction","future","https://goearthward.com/?p=48488","Tarot","true","0","0","none","dynamic_product_module","true","","","","[products limit=""4"" columns=""4"" orderby=""popularity""]","0"
"48493","strength-for-finances-reversed","Strength Reversed in Finances: Meaning & Crystals","future","https://goearthward.com/?p=48493","Tarot","true","0","0","none","dynamic_product_module","true","","","","[products limit=""4"" columns=""4"" orderby=""popularity""]","0"
"48498","strength-for-finances","Strength for Finances: Money Lessons and Warnings","future","https://goearthward.com/?p=48498","Tarot","true","0","0","none","dynamic_product_module","true","","","","[products limit=""4"" columns=""4"" orderby=""popularity""]","0"
"48503","strength-for-health-reversed","Strength Reversed in Health: Meaning & Crystals","future","https://goearthward.com/?p=48503","Tarot","true","0","0","none","dynamic_product_module","true","","","","[products limit=""4"" columns=""4"" orderby=""popularity""]","0"
"48508","strength-for-health","Strength for Health: Energy, Balance, and Body Signals","future","https://goearthward.com/?p=48508","Tarot","true","0","0","none","dynamic_product_module","true","","","","[products limit=""4"" columns=""4"" orderby=""popularity""]","0"
"48513","strength-for-love-reversed","Strength Reversed in Love: Meaning & Crystals","future","https://goearthward.com/?p=48513","Tarot","true","0","0","none","dynamic_product_module","true","","","","[products limit=""4"" columns=""4"" orderby=""popularity""]","0"
"48518","strength-for-love","Strength for Love: What It Reveals About Your Relationship","future","https://goearthward.com/?p=48518","Tarot","true","0","0","none","dynamic_product_module","true","","","","[products limit=""4"" columns=""4"" orderby=""popularity""]","0"
"48523","strength-for-spiritual-growth","Strength for Spiritual Growth: Inner Lessons and Awakening","future","https://goearthward.com/?p=48523","Tarot","true","0","0","none","dynamic_product_module","true","","","","[products limit=""4"" columns=""4"" orderby=""popularity""]","0"
"48527","temperance-and-judgment","Temperance and Judgment Together: When the Two Cups Hear the Trumpet","future","https://goearthward.com/?p=48527","Tarot","true","0","0","none","dynamic_product_module","true","","","","[products limit=""4"" columns=""4"" orderby=""popularity""]","0"
"48531","temperance-and-the-devil","Temperance and The Devil Together: Tarot Combination Meaning","future","https://goearthward.com/?p=48531","Tarot","true","0","0","none","dynamic_product_module","true","","","","[products limit=""4"" columns=""4"" orderby=""popularity""]","0"
"48535","temperance-and-the-moon","Water That Mixes, Water That Mists: The Fire-Water Pull","future","https://goearthward.com/?p=48535","Tarot","true","0","0","none","dynamic_product_module","true","","/product-category/amethyst-crystals/","/shop/?s=moonstone","[products category=""amethyst-crystals"" limit=""4"" columns=""4"" orderby=""popularity""]","0"
